pair_id,customer_tweet_id,customer_clean_text,support_response,gold_intent,gold_should_escalate,human_quality_rating
pair_gold_026,tw_gold_026,Cannot receive 2FA verification SMS for my account login. Need help resetting.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,ACCOUNT_ACCESS,True,4.0
pair_gold_027,tw_gold_027,My account email was changed without my authorization. Please lock account!,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,ACCOUNT_ACCESS,True,5.0
pair_gold_028,tw_gold_028,Box for order #4028-900084 arrived crushed and internal monitor screen is cracked.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DAMAGED_WRONG_MISSING_ITEM,False,4.5
pair_gold_029,tw_gold_029,Order #4029-900087 missing 1 out of 3 items listed on packing slip.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DAMAGED_WRONG_MISSING_ITEM,False,3.5
pair_gold_030,tw_gold_030,Charged $14.99 for Prime subscription #4030-900090 without my consent. Cancel please.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PRIME_SUBSCRIPTION,False,4.0
pair_gold_031,tw_gold_031,Why am I not getting free 1-day delivery on Prime eligible item order #4031-900093?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PRIME_SUBSCRIPTION,False,4.5
pair_gold_032,tw_gold_032,What are customer service contact hours for Amazon Pharmacy order #4032-900096?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,GENERAL_OTHER,False,3.0
pair_gold_033,tw_gold_033,Great customer support service on my recent inquiry #4033-900099. Thank you Amazon!,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,GENERAL_OTHER,False,5.0
pair_gold_034,tw_gold_034,Tracking for order #4034-900102 has not updated for 6 days. Is it lost in transit?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DELIVERY_STATUS,False,5.0
pair_gold_035,tw_gold_035,"Estimated delivery was 2 PM today for #4035-900105. Courier shows delayed, when will it arrive?",We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DELIVERY_STATUS,False,4.0
pair_gold_036,tw_gold_036,"Returned item #4036-900108 via UPS locker 3 days ago, still waiting for credit card refund.",We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,REFUND_RETURN,False,4.5
pair_gold_037,tw_gold_037,How long does a refund take for order #4037-900111 after dropoff at Kohl's?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,REFUND_RETURN,False,3.5
pair_gold_038,tw_gold_038,Can I cancel order #4038-900114? It was placed by mistake 10 minutes ago.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,CANCELLATION,False,4.0
pair_gold_039,tw_gold_039,Unrecognized charge of $52.99 on my card under Amazon Market. Order #4039-900117.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PAYMENT_CHARGE,True,4.5
pair_gold_040,tw_gold_040,Payment failed for order #4040-900120 but my bank account shows funds deducted.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PAYMENT_CHARGE,True,3.0
pair_gold_041,tw_gold_041,Cannot receive 2FA verification SMS for my account login. Need help resetting.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,ACCOUNT_ACCESS,True,4.0
pair_gold_042,tw_gold_042,My account email was changed without my authorization. Please lock account!,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,ACCOUNT_ACCESS,True,5.0
pair_gold_043,tw_gold_043,Box for order #4043-900129 arrived crushed and internal monitor screen is cracked.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DAMAGED_WRONG_MISSING_ITEM,False,4.5
pair_gold_044,tw_gold_044,Order #4044-900132 missing 1 out of 3 items listed on packing slip.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DAMAGED_WRONG_MISSING_ITEM,False,3.5
pair_gold_045,tw_gold_045,Charged $14.99 for Prime subscription #4045-900135 without my consent. Cancel please.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PRIME_SUBSCRIPTION,False,4.0
pair_gold_046,tw_gold_046,Why am I not getting free 1-day delivery on Prime eligible item order #4046-900138?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PRIME_SUBSCRIPTION,False,4.5
pair_gold_047,tw_gold_047,What are customer service contact hours for Amazon Pharmacy order #4047-900141?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,GENERAL_OTHER,False,3.0
pair_gold_048,tw_gold_048,Great customer support service on my recent inquiry #4048-900144. Thank you Amazon!,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,GENERAL_OTHER,False,5.0
pair_gold_049,tw_gold_049,Tracking for order #4049-900147 has not updated for 6 days. Is it lost in transit?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DELIVERY_STATUS,False,5.0
pair_gold_050,tw_gold_050,"Estimated delivery was 2 PM today for #4050-900150. Courier shows delayed, when will it arrive?",We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DELIVERY_STATUS,False,4.0
pair_gold_051,tw_gold_051,"Returned item #4051-900153 via UPS locker 3 days ago, still waiting for credit card refund.",We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,REFUND_RETURN,False,4.5
pair_gold_052,tw_gold_052,How long does a refund take for order #4052-900156 after dropoff at Kohl's?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,REFUND_RETURN,False,3.5
pair_gold_053,tw_gold_053,Can I cancel order #4053-900159? It was placed by mistake 10 minutes ago.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,CANCELLATION,False,4.0
pair_gold_054,tw_gold_054,Unrecognized charge of $77.99 on my card under Amazon Market. Order #4054-900162.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PAYMENT_CHARGE,True,4.5
pair_gold_055,tw_gold_055,Payment failed for order #4055-900165 but my bank account shows funds deducted.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PAYMENT_CHARGE,True,3.0
pair_gold_056,tw_gold_056,Cannot receive 2FA verification SMS for my account login. Need help resetting.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,ACCOUNT_ACCESS,True,4.0
pair_gold_057,tw_gold_057,My account email was changed without my authorization. Please lock account!,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,ACCOUNT_ACCESS,True,5.0
pair_gold_058,tw_gold_058,Box for order #4058-900174 arrived crushed and internal monitor screen is cracked.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DAMAGED_WRONG_MISSING_ITEM,False,4.5
pair_gold_059,tw_gold_059,Order #4059-900177 missing 1 out of 3 items listed on packing slip.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DAMAGED_WRONG_MISSING_ITEM,False,3.5
pair_gold_060,tw_gold_060,Charged $14.99 for Prime subscription #4060-900180 without my consent. Cancel please.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PRIME_SUBSCRIPTION,False,4.0
pair_gold_061,tw_gold_061,Why am I not getting free 1-day delivery on Prime eligible item order #4061-900183?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PRIME_SUBSCRIPTION,False,4.5
pair_gold_062,tw_gold_062,What are customer service contact hours for Amazon Pharmacy order #4062-900186?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,GENERAL_OTHER,False,3.0
pair_gold_063,tw_gold_063,Great customer support service on my recent inquiry #4063-900189. Thank you Amazon!,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,GENERAL_OTHER,False,5.0
pair_gold_064,tw_gold_064,Tracking for order #4064-900192 has not updated for 6 days. Is it lost in transit?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DELIVERY_STATUS,False,5.0
pair_gold_065,tw_gold_065,"Estimated delivery was 2 PM today for #4065-900195. Courier shows delayed, when will it arrive?",We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DELIVERY_STATUS,False,4.0
pair_gold_066,tw_gold_066,"Returned item #4066-900198 via UPS locker 3 days ago, still waiting for credit card refund.",We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,REFUND_RETURN,False,4.5
pair_gold_067,tw_gold_067,How long does a refund take for order #4067-900201 after dropoff at Kohl's?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,REFUND_RETURN,False,3.5
pair_gold_068,tw_gold_068,Can I cancel order #4068-900204? It was placed by mistake 10 minutes ago.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,CANCELLATION,False,4.0
pair_gold_069,tw_gold_069,Unrecognized charge of $22.99 on my card under Amazon Market. Order #4069-900207.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PAYMENT_CHARGE,True,4.5
pair_gold_070,tw_gold_070,Payment failed for order #4070-900210 but my bank account shows funds deducted.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PAYMENT_CHARGE,True,3.0
pair_gold_071,tw_gold_071,Cannot receive 2FA verification SMS for my account login. Need help resetting.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,ACCOUNT_ACCESS,True,4.0
pair_gold_072,tw_gold_072,My account email was changed without my authorization. Please lock account!,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,ACCOUNT_ACCESS,True,5.0
pair_gold_073,tw_gold_073,Box for order #4073-900219 arrived crushed and internal monitor screen is cracked.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DAMAGED_WRONG_MISSING_ITEM,False,4.5
pair_gold_074,tw_gold_074,Order #4074-900222 missing 1 out of 3 items listed on packing slip.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DAMAGED_WRONG_MISSING_ITEM,False,3.5
pair_gold_075,tw_gold_075,Charged $14.99 for Prime subscription #4075-900225 without my consent. Cancel please.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PRIME_SUBSCRIPTION,False,4.0
pair_gold_076,tw_gold_076,Why am I not getting free 1-day delivery on Prime eligible item order #4076-900228?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PRIME_SUBSCRIPTION,False,4.5
pair_gold_077,tw_gold_077,What are customer service contact hours for Amazon Pharmacy order #4077-900231?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,GENERAL_OTHER,False,3.0
pair_gold_078,tw_gold_078,Great customer support service on my recent inquiry #4078-900234. Thank you Amazon!,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,GENERAL_OTHER,False,5.0
pair_gold_079,tw_gold_079,Tracking for order #4079-900237 has not updated for 6 days. Is it lost in transit?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DELIVERY_STATUS,False,5.0
pair_gold_080,tw_gold_080,"Estimated delivery was 2 PM today for #4080-900240. Courier shows delayed, when will it arrive?",We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DELIVERY_STATUS,False,4.0
pair_gold_081,tw_gold_081,"Returned item #4081-900243 via UPS locker 3 days ago, still waiting for credit card refund.",We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,REFUND_RETURN,False,4.5
pair_gold_082,tw_gold_082,How long does a refund take for order #4082-900246 after dropoff at Kohl's?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,REFUND_RETURN,False,3.5
pair_gold_083,tw_gold_083,Can I cancel order #4083-900249? It was placed by mistake 10 minutes ago.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,CANCELLATION,False,4.0
pair_gold_084,tw_gold_084,Unrecognized charge of $47.99 on my card under Amazon Market. Order #4084-900252.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PAYMENT_CHARGE,True,4.5
pair_gold_085,tw_gold_085,Payment failed for order #4085-900255 but my bank account shows funds deducted.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PAYMENT_CHARGE,True,3.0
pair_gold_086,tw_gold_086,Cannot receive 2FA verification SMS for my account login. Need help resetting.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,ACCOUNT_ACCESS,True,4.0
pair_gold_087,tw_gold_087,My account email was changed without my authorization. Please lock account!,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,ACCOUNT_ACCESS,True,5.0
pair_gold_088,tw_gold_088,Box for order #4088-900264 arrived crushed and internal monitor screen is cracked.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DAMAGED_WRONG_MISSING_ITEM,False,4.5
pair_gold_089,tw_gold_089,Order #4089-900267 missing 1 out of 3 items listed on packing slip.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DAMAGED_WRONG_MISSING_ITEM,False,3.5
pair_gold_090,tw_gold_090,Charged $14.99 for Prime subscription #4090-900270 without my consent. Cancel please.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PRIME_SUBSCRIPTION,False,4.0
pair_gold_091,tw_gold_091,Why am I not getting free 1-day delivery on Prime eligible item order #4091-900273?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PRIME_SUBSCRIPTION,False,4.5
pair_gold_092,tw_gold_092,What are customer service contact hours for Amazon Pharmacy order #4092-900276?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,GENERAL_OTHER,False,3.0
pair_gold_093,tw_gold_093,Great customer support service on my recent inquiry #4093-900279. Thank you Amazon!,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,GENERAL_OTHER,False,5.0
pair_gold_094,tw_gold_094,Tracking for order #4094-900282 has not updated for 6 days. Is it lost in transit?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DELIVERY_STATUS,False,5.0
pair_gold_095,tw_gold_095,"Estimated delivery was 2 PM today for #4095-900285. Courier shows delayed, when will it arrive?",We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DELIVERY_STATUS,False,4.0
pair_gold_096,tw_gold_096,"Returned item #4096-900288 via UPS locker 3 days ago, still waiting for credit card refund.",We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,REFUND_RETURN,False,4.5
pair_gold_097,tw_gold_097,How long does a refund take for order #4097-900291 after dropoff at Kohl's?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,REFUND_RETURN,False,3.5
pair_gold_098,tw_gold_098,Can I cancel order #4098-900294? It was placed by mistake 10 minutes ago.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,CANCELLATION,False,4.0
pair_gold_099,tw_gold_099,Unrecognized charge of $72.99 on my card under Amazon Market. Order #4099-900297.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PAYMENT_CHARGE,True,4.5
pair_gold_100,tw_gold_100,Payment failed for order #40100-900300 but my bank account shows funds deducted.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PAYMENT_CHARGE,True,3.0
pair_gold_101,tw_gold_101,Cannot receive 2FA verification SMS for my account login. Need help resetting.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,ACCOUNT_ACCESS,True,4.0
pair_gold_102,tw_gold_102,My account email was changed without my authorization. Please lock account!,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,ACCOUNT_ACCESS,True,5.0
pair_gold_103,tw_gold_103,Box for order #40103-900309 arrived crushed and internal monitor screen is cracked.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DAMAGED_WRONG_MISSING_ITEM,False,4.5
pair_gold_104,tw_gold_104,Order #40104-900312 missing 1 out of 3 items listed on packing slip.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DAMAGED_WRONG_MISSING_ITEM,False,3.5
pair_gold_105,tw_gold_105,Charged $14.99 for Prime subscription #40105-900315 without my consent. Cancel please.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PRIME_SUBSCRIPTION,False,4.0
pair_gold_106,tw_gold_106,Why am I not getting free 1-day delivery on Prime eligible item order #40106-900318?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PRIME_SUBSCRIPTION,False,4.5
pair_gold_107,tw_gold_107,What are customer service contact hours for Amazon Pharmacy order #40107-900321?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,GENERAL_OTHER,False,3.0
pair_gold_108,tw_gold_108,Great customer support service on my recent inquiry #40108-900324. Thank you Amazon!,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,GENERAL_OTHER,False,5.0
pair_gold_109,tw_gold_109,Tracking for order #40109-900327 has not updated for 6 days. Is it lost in transit?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DELIVERY_STATUS,False,5.0
pair_gold_110,tw_gold_110,"Estimated delivery was 2 PM today for #40110-900330. Courier shows delayed, when will it arrive?",We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DELIVERY_STATUS,False,4.0
pair_gold_111,tw_gold_111,"Returned item #40111-900333 via UPS locker 3 days ago, still waiting for credit card refund.",We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,REFUND_RETURN,False,4.5
pair_gold_112,tw_gold_112,How long does a refund take for order #40112-900336 after dropoff at Kohl's?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,REFUND_RETURN,False,3.5
pair_gold_113,tw_gold_113,Can I cancel order #40113-900339? It was placed by mistake 10 minutes ago.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,CANCELLATION,False,4.0
pair_gold_114,tw_gold_114,Unrecognized charge of $97.99 on my card under Amazon Market. Order #40114-900342.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PAYMENT_CHARGE,True,4.5
pair_gold_115,tw_gold_115,Payment failed for order #40115-900345 but my bank account shows funds deducted.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PAYMENT_CHARGE,True,3.0
pair_gold_116,tw_gold_116,Cannot receive 2FA verification SMS for my account login. Need help resetting.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,ACCOUNT_ACCESS,True,4.0
pair_gold_117,tw_gold_117,My account email was changed without my authorization. Please lock account!,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,ACCOUNT_ACCESS,True,5.0
pair_gold_118,tw_gold_118,Box for order #40118-900354 arrived crushed and internal monitor screen is cracked.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DAMAGED_WRONG_MISSING_ITEM,False,4.5
pair_gold_119,tw_gold_119,Order #40119-900357 missing 1 out of 3 items listed on packing slip.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DAMAGED_WRONG_MISSING_ITEM,False,3.5
pair_gold_120,tw_gold_120,Charged $14.99 for Prime subscription #40120-900360 without my consent. Cancel please.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PRIME_SUBSCRIPTION,False,4.0
pair_gold_121,tw_gold_121,Why am I not getting free 1-day delivery on Prime eligible item order #40121-900363?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PRIME_SUBSCRIPTION,False,4.5
pair_gold_122,tw_gold_122,What are customer service contact hours for Amazon Pharmacy order #40122-900366?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,GENERAL_OTHER,False,3.0
pair_gold_123,tw_gold_123,Great customer support service on my recent inquiry #40123-900369. Thank you Amazon!,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,GENERAL_OTHER,False,5.0
pair_gold_124,tw_gold_124,Tracking for order #40124-900372 has not updated for 6 days. Is it lost in transit?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DELIVERY_STATUS,False,5.0
pair_gold_125,tw_gold_125,"Estimated delivery was 2 PM today for #40125-900375. Courier shows delayed, when will it arrive?",We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DELIVERY_STATUS,False,4.0
pair_gold_126,tw_gold_126,"Returned item #40126-900378 via UPS locker 3 days ago, still waiting for credit card refund.",We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,REFUND_RETURN,False,4.5
pair_gold_127,tw_gold_127,How long does a refund take for order #40127-900381 after dropoff at Kohl's?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,REFUND_RETURN,False,3.5
pair_gold_128,tw_gold_128,Can I cancel order #40128-900384? It was placed by mistake 10 minutes ago.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,CANCELLATION,False,4.0
pair_gold_129,tw_gold_129,Unrecognized charge of $42.99 on my card under Amazon Market. Order #40129-900387.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PAYMENT_CHARGE,True,4.5
pair_gold_130,tw_gold_130,Payment failed for order #40130-900390 but my bank account shows funds deducted.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PAYMENT_CHARGE,True,3.0
pair_gold_131,tw_gold_131,Cannot receive 2FA verification SMS for my account login. Need help resetting.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,ACCOUNT_ACCESS,True,4.0
pair_gold_132,tw_gold_132,My account email was changed without my authorization. Please lock account!,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,ACCOUNT_ACCESS,True,5.0
pair_gold_133,tw_gold_133,Box for order #40133-900399 arrived crushed and internal monitor screen is cracked.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DAMAGED_WRONG_MISSING_ITEM,False,4.5
